SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
416	29083409	pubmed	Meyers RM (2017)	231-PMID29083409	17670	17670	Yes	1546	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	OVMANA	Ovary Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
418	29083409	pubmed	Meyers RM (2017)	232-PMID29083409	17670	17670	Yes	1664	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	OVTOKO	Ovary Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
419	29083409	pubmed	Meyers RM (2017)	233-PMID29083409	17670	17670	Yes	2146	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	P31/FUJ	Lymphoma or Leukaemia Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
420	29083409	pubmed	Meyers RM (2017)	234-PMID29083409	17670	17670	Yes	1760	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	Panc 02.03	Cancer Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
421	29083409	pubmed	Meyers RM (2017)	235-PMID29083409	17670	17670	Yes	2165	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	Panc 04.03	Cancer Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
422	29083409	pubmed	Meyers RM (2017)	236-PMID29083409	17670	17670	Yes	1851	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	Panc 10.05	Pancreatic Ductal Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
423	29083409	pubmed	Meyers RM (2017)	237-PMID29083409	17670	17670	Yes	2021	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PA-TU-8988S	Cancer Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
424	29083409	pubmed	Meyers RM (2017)	238-PMID29083409	17670	17670	Yes	2135	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PC-14	Lung Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
425	29083409	pubmed	Meyers RM (2017)	239-PMID29083409	17670	17670	Yes	2076	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PE/CA-PJ34 (clone C12)	Cancer Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
426	29083409	pubmed	Meyers RM (2017)	240-PMID29083409	17670	17670	Yes	1706	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PF-382	Lymphoma or Leukaemia Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
427	29083409	pubmed	Meyers RM (2017)	241-PMID29083409	17670	17670	Yes	2075	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PK-1	Pancreatic Ductal Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
428	29083409	pubmed	Meyers RM (2017)	242-PMID29083409	17670	17670	Yes	1724	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PK-45H	Cancer Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
429	29083409	pubmed	Meyers RM (2017)	243-PMID29083409	17670	17670	Yes	1969	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PLC-PRF-5	Hepatoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
430	29083409	pubmed	Meyers RM (2017)	244-PMID29083409	17670	17670	Yes	1575	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	PSN-1	Pancreatic Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
431	29083409	pubmed	Meyers RM (2017)	245-PMID29083409	17670	17670	Yes	1530	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	RCC-10RGB	Renal Cell Carcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
432	29083409	pubmed	Meyers RM (2017)	246-PMID29083409	17670	17670	Yes	2131	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	RD	Rhabdomyosarcoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
433	29083409	pubmed	Meyers RM (2017)	247-PMID29083409	17670	17670	Yes	1822	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	RERF-LC-Ad1	Lung Adenocarcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
434	29083409	pubmed	Meyers RM (2017)	248-PMID29083409	17670	17670	Yes	1943	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	RCB0444	Lung Squamous Cell Carcinoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
435	29083409	pubmed	Meyers RM (2017)	249-PMID29083409	17670	17670	Yes	1749	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	Rh-30	Rhabdomyosarcoma Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
436	29083409	pubmed	Meyers RM (2017)	250-PMID29083409	17670	17670	Yes	1879	CERES	Score Significance	Score.2 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Timecourse	21 Days	-	-	< 1	Avana	CRISPRn	Knockout	Cas9	RKN	Cancer Cell Line	cell proliferation	2	CERES score	FDR	-	-	-	9606	H. sapiens	To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.	BioGRID ORCS	Cell-essential genes
